Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
149,BLENDERBOT,,Do you have any pets?,"u have any pets? If you don't mind me asking. Has Anonymous ever read by a book? .  I have a dog and he 's my best friend.  Tell me anything, I love learning things Well Tell me anything, I love learning things Well I 'm a big fan of learning new things as well.  What is your favorite thing to learn? ", do  you  have  any  pets ,0.7711828112602234,0.8983147144317627,,,,,,,,,
150,Anonymous,Do you have any pets?,Exciting news! I had never heard about pet before! . ,"u don't mind me asking. Has Anonymous ever read by a book? .  I have a dog and he 's my best friend.  Tell me anything, I love learning things Well Tell me anything, I love learning things Well I 'm a big fan of learning new things as well.  What is your favorite thing to learn?  Do you have any pets?",good !  i  have  never  thought  of  pets  therapy !  _ ,0.2073307493489913,0.49047349664297973,,,,,,,,,
151,BLENDERBOT,Exciting news! I had never heard about pet before! . ,I have a dog and he 's my best friend.,"k? .  I have a dog and he 's my best friend.  Tell me anything, I love learning things Well Tell me anything, I love learning things Well I 'm a big fan of learning new things as well.  What is your favorite thing to learn?  Do you have any pets? Exciting news! I had never heard about pet before! . ", i  have  a  dog  and  he  '  my  best  friend ,0.802516589872539,0.9514743447303772,,,,,,,,,
152,Anonymous,I have a dog and he 's my best friend.,That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,"iend.  Tell me anything, I love learning things Well Tell me anything, I love learning things Well I 'm a big fan of learning new things as well.  What is your favorite thing to learn?  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend.", that  rings  a  bell they  told  me  about  it  on  aug  - 20 .   ,0.3517387069761753,0.47503281583388646,,,,,,,,,
153,BLENDERBOT,That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . ,Do you have any pets?,love learning things Well I 'm a big fan of learning new things as well.  What is your favorite thing to learn?  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 . , do  you  have  any  pets ,0.7967312455177307,0.9781396985054016,,,,,,,,,
154,Anonymous,Do you have any pets?,I would like to know. What types can Anonymous have . ,ell I 'm a big fan of learning new things as well.  What is your favorite thing to learn?  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets?,i  would  like  to . what  pet  do  you  have ?  _ ,0.39500808393737924,0.6629432787497839,,,,,,,,,
155,BLENDERBOT,I would like to know. What types can Anonymous have . ,I have a dog and he 's my best friend.,hat is your favorite thing to learn?  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types can Anonymous have . , i  have  a  dog  and  he  is  my  best  friend ,0.7997323641058756,0.9938940703868866,,,,,,,,,
156,Anonymous,I have a dog and he 's my best friend.,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,o you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types can Anonymous have .  I have a dog and he 's my best friend., i  think bot  told  me  about  it  in  2022  05  03 .   ,0.7043982835916373,0.8611629284345187,,,,,,,,,
157,BLENDERBOT,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,Do you have any pets?,t before! .  I have a dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . , do  you  have  any  pets ,0.7962168097496033,0.9955524325370788,,,,,,,,,
158,Anonymous,Do you have any pets?,Let me ask you something. Has Anonymous know agent? . ,dog and he 's my best friend. That rings a bell. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets?, let  me  ask  you . can  you  had ?    _ ,0.33837844486432994,0.5291604697704315,,,,,,,,,
159,BLENDERBOT,Let me ask you something. Has Anonymous know agent? . ,I have a dog and he 's my best friend.,derbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? . , i  have  a  dog  and  he  is  my  best  friend ,0.8002668647095561,0.9575602412223816,,,,,,,,,
160,Anonymous,I have a dog and he 's my best friend.,,0:00:00 .  Do you have any pets? I would like to know. What types can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend., i ,0.0,0.47588425874710083,,,,,,,,,
161,Anonymous,,"Tell me something, anything!",:00:00 .  Do you have any pets? I would like to know. What types can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend. , tell  me  about  i ,0.4312794655561447,0.6485754940658808,,,,,,,,,
162,BLENDERBOT,"Tell me something, anything!",Well,"s? I would like to know. What types can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend.  Tell me something, anything!",! ,0.0,0.21056009829044342,,,,,,,,,
163,Anonymous,Well,"Tell me something, anything!","would like to know. What types can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend.  Tell me something, anything! Well"," tell  me ,  anything ",0.4569384306669235,0.8608471155166626,,,,,,,,,
164,BLENDERBOT,"Tell me something, anything!",Well I just got a promotion at work,"s can Anonymous have .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend.  Tell me something, anything! Well Tell me something, anything!",!  i  just  got  a  surprise  at  a ,0.5991791640408337,0.6489829979836941,,,,,,,,,
165,Anonymous,Well I just got a promotion at work,Interesting! I am excited to get to know about you! . ,"nd he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend.  Tell me something, anything! Well Tell me something, anything! Well I just got a promotion at work", and i  am  excited  to  get  to  know  more  it !  _ ,0.4077731951450308,0.5663462057709694,,,,,,,,,
166,BLENDERBOT,Interesting! I am excited to get to know about you! . ,Well I just got a promotion at work so I 'm pretty stoked about that !,"ut it in 2022 05 03T00:00:00 .  Do you have any pets? Let me ask you something. Has Anonymous know agent? .  I have a dog and he 's my best friend.  Tell me something, anything! Well Tell me something, anything! Well I just got a promotion at work Interesting! I am excited to get to know about you! . ",ive  i  just  got  a  promotion  at  work !  i  am  pretty  excited  about  it ! ,0.604140234321676,0.7292076470330358,,,,,,,,,
167,Anonymous,Well I just got a promotion at work so I 'm pretty stoked about that !,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,"mething. Has Anonymous know agent? .  I have a dog and he 's my best friend.  Tell me something, anything! Well Tell me something, anything! Well I just got a promotion at work Interesting! I am excited to get to know about you! .  Well I just got a promotion at work so I 'm pretty stoked about that !", it  sounds  like they  told  me  about  it .  aug  - 20 . \ ,0.29666102384882315,0.456476165247815,,,,,,,,,
168,BLENDERBOT,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,Do you have any pets?,"Tell me something, anything! Well Tell me something, anything! Well I just got a promotion at work Interesting! I am excited to get to know about you! .  Well I just got a promotion at work so I 'm pretty stoked about that ! This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ",ive  you  have  any  luck ,0.5916341096162796,0.6377207338809967,,,,,,,,,
169,Anonymous,Do you have any pets?,I am glad to have learned something new. I had never heard about I before! . ,"thing! Well Tell me something, anything! Well I just got a promotion at work Interesting! I am excited to get to know about you! .  Well I just got a promotion at work so I 'm pretty stoked about that ! This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets?",i  am  glad  i  have  learned  something  that i  had  never  thought  of  pets ggy !  _ ,0.4674919749993612,0.6502887895878624,,,,,,,,,
170,BLENDERBOT,I am glad to have learned something new. I had never heard about I before! . ,I have a dog and he 's my best friend.,nteresting! I am excited to get to know about you! .  Well I just got a promotion at work so I 'm pretty stoked about that ! This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I am glad to have learned something new. I had never heard about I before! . , i  have  a  cat  and  she  is  my  best  friend ,0.546163423359394,0.8014615476131439,,,,,,,,,
171,Anonymous,I have a dog and he 's my best friend.,Let me ask you something. Has blenderbot be ancestor of person? . , about you! .  Well I just got a promotion at work so I 'm pretty stoked about that ! This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I am glad to have learned something new. I had never heard about I before! .  I have a dog and he 's my best friend.," let  me  ask  you , can  he  an  kind  dog  you .  _ ",0.3103934596650876,0.5174287064717367,,,,,,,,,
172,BLENDERBOT,Let me ask you something. Has blenderbot be ancestor of person? . ,Do you have any pets?,toked about that ! This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I am glad to have learned something new. I had never heard about I before! .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot be ancestor of person? . , do  you  have  any  pets ,0.7960710644721984,0.9829550504684448,,,,,,,,,
173,Anonymous,Do you have any pets?,Let me ask you something. What types of Instance like pet do Instance usually have . ,s sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I am glad to have learned something new. I had never heard about I before! .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot be ancestor of person? .  Do you have any pets?, let  me  ask  you  something  what  kind  of  pets  or  what  or  you  you  have ?  _ ,0.3531403616618584,0.6135269622592365,,,,,,,,,
174,BLENDERBOT,Let me ask you something. What types of Instance like pet do Instance usually have . ,I have a dog and he 's my best friend.,ny pets? I am glad to have learned something new. I had never heard about I before! .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot be ancestor of person? .  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have . , i  have  a  dog  and  he  is  my  best  friend ,0.7997643724913359,0.9956756293773651,,,,,,,,,
175,Anonymous,I have a dog and he 's my best friend.,If you don't mind me asking. Has blenderbot be child of agent? . ,thing new. I had never heard about I before! .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot be ancestor of person? .  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend., if  you  would  mind  me . has  he  be  ancestor  protection  person    _ ,0.3830500100219589,0.660295558827264,,,,,,,,,
176,BLENDERBOT,If you don't mind me asking. Has blenderbot be child of agent? . ,Do you have any pets?,e 's my best friend. Let me ask you something. Has blenderbot be ancestor of person? .  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot be child of agent? . , do  you  have  any  pets ,0.7998896598815918,0.9959822177886963,,,,,,,,,
177,Anonymous,Do you have any pets?,I am curious. Has Anonymous travel to location? . ,et me ask you something. Has blenderbot be ancestor of person? .  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot be child of agent? .  Do you have any pets?, i  am .  does  it  been  foreign  mars    _ ,0.18050126107409598,0.35777339041233064,,,,,,,,,
178,BLENDERBOT,I am curious. Has Anonymous travel to location? . ,I have a dog and he 's my best friend.,or of person? .  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot be child of agent? .  Do you have any pets? I am curious. Has Anonymous travel to location? . , i  have  a  dog  and  he  is  my  best  friend ,0.7991993984382134,0.9918937385082245,,,,,,,,,
179,Anonymous,I have a dog and he 's my best friend.,I am curious. Has blenderbot ever be parent of a person? . ,Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot be child of agent? .  Do you have any pets? I am curious. Has Anonymous travel to location? .  I have a dog and he 's my best friend., i  am  curious has  she  be  been  child  of  a  child .   ,0.36331202113069594,0.619982150884775,,,,,,,,,
180,BLENDERBOT,I am curious. Has blenderbot ever be parent of a person? . ,Do you have any pets?, Instance usually have .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot be child of agent? .  Do you have any pets? I am curious. Has Anonymous travel to location? .  I have a dog and he 's my best friend. I am curious. Has blenderbot ever be parent of a person? . , do  you  have  any  pets ,0.7995247006416321,0.9953554987907409,,,,,,,,,
181,Anonymous,Do you have any pets?,I would like to know. Has Anonymous be member of institution? . , .  I have a dog and he 's my best friend. If you don't mind me asking. Has blenderbot be child of agent? .  Do you have any pets? I am curious. Has Anonymous travel to location? .  I have a dog and he 's my best friend. I am curious. Has blenderbot ever be parent of a person? .  Do you have any pets?, i  would  like  to . has  she  become  child  of  agent .   ,0.5432764575951017,0.7736675647588876,,,,,,,,,
182,BLENDERBOT,I would like to know. Has Anonymous be member of institution? . ,I have a dog and he 's my best friend., asking. Has blenderbot be child of agent? .  Do you have any pets? I am curious. Has Anonymous travel to location? .  I have a dog and he 's my best friend. I am curious. Has blenderbot ever be parent of a person? .  Do you have any pets? I would like to know. Has Anonymous be member of institution? . , i  have  a  dog  and  he  is  my  best  friend ,0.8002075535943731,0.981403237581253,,,,,,,,,
183,Anonymous,I have a dog and he 's my best friend.,I would like to know. What types can blenderbot have . ,nt? .  Do you have any pets? I am curious. Has Anonymous travel to location? .  I have a dog and he 's my best friend. I am curious. Has blenderbot ever be parent of a person? .  Do you have any pets? I would like to know. Has Anonymous be member of institution? .  I have a dog and he 's my best friend., i  would  like  to  know  what  pet  does  she  be ?  _ ,0.35377281935264665,0.6569260209798813,,,,,,,,,
184,BLENDERBOT,I would like to know. What types can blenderbot have . ,Do you have any pets?,ravel to location? .  I have a dog and he 's my best friend. I am curious. Has blenderbot ever be parent of a person? .  Do you have any pets? I would like to know. Has Anonymous be member of institution? .  I have a dog and he 's my best friend. I would like to know. What types can blenderbot have . , do  you  have  any  pets ,0.7988333463668823,0.9883896827697753,,,,,,,,,
185,Anonymous,Do you have any pets?,"I just learned something, I had never heard about pet before! . ",I have a dog and he 's my best friend. I am curious. Has blenderbot ever be parent of a person? .  Do you have any pets? I would like to know. Has Anonymous be member of institution? .  I have a dog and he 's my best friend. I would like to know. What types can blenderbot have .  Do you have any pets?,i  just  learned  that  i  have  never  thought  of  pets  ownership !  _ ,0.37636265488198173,0.6034813672304153,,,,,,,,,
186,BLENDERBOT,"I just learned something, I had never heard about pet before! . ",I have a dog and he 's my best friend.,"ot ever be parent of a person? .  Do you have any pets? I would like to know. Has Anonymous be member of institution? .  I have a dog and he 's my best friend. I would like to know. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! . ", i  have  a  dog  and  he  is  my  best  friend ,0.7999717299710027,0.9895608425140381,,,,,,,,,
187,Anonymous,I have a dog and he 's my best friend.,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,"u have any pets? I would like to know. Has Anonymous be member of institution? .  I have a dog and he 's my best friend. I would like to know. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.",i  never  heard  pet . they  told  me  about  it  on  oct  at 20 . e ,0.22688981448300183,0.37410836666822433,,,,,,,,,
188,BLENDERBOT,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,Do you have any pets?,"I have a dog and he 's my best friend. I would like to know. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ", do  you  have  any  pets ,0.798675000667572,0.9957829117774963,,,,,,,,,
189,Anonymous,Do you have any pets?,I would like to know. What types of Instance like pet do Instance usually have . ," my best friend. I would like to know. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets?", i  would  like  to  know  what  types  of  pets  or  what  and  you  robots  have ?  _ ,0.4305062131298816,0.672768243971993,,,,,,,,,
190,BLENDERBOT,I would like to know. What types of Instance like pet do Instance usually have . ,I have a dog and he 's my best friend.,"ve any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types of Instance like pet do Instance usually have . ", i  have  a  dog  and  he  is  my  best  friend ,0.8000320622406434,0.9901501119136811,,,,,,,,,
191,Anonymous,I have a dog and he 's my best friend.,I am curious. What types can blenderbot have . ,I had never heard about pet before! .  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend.,i  am  wondering  what  pets  do  pet  have ?  _ ,0.3226885389536619,0.6397601038217544,,,,,,,,,
192,BLENDERBOT,I am curious. What types can blenderbot have . ,Do you have any pets?,dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I am curious. What types can blenderbot have . , do  you  have  any  pets ,0.7962897658348084,0.9910285830497741,,,,,,,,,
193,Anonymous,Do you have any pets?,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I am curious. What types can blenderbot have .  Do you have any pets?, i  think db  told  me  about  it  in  2022  05  03 .   ,0.7342209495030917,0.8406013525449313,,,,,,,,,
194,BLENDERBOT,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend.,in 2022 05 03T00:00:00 .  Do you have any pets? I would like to know. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I am curious. What types can blenderbot have .  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 . , i  have  a  dog  and  he  is  my  best  friend ,0.8000364195439034,0.9899101674556732,,,,,,,,,
195,Anonymous,I have a dog and he 's my best friend.,Let me ask you something. Has blenderbot travel to location? . ,ny pets? I would like to know. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. I am curious. What types can blenderbot have .  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend., let  me  ask  you . can  she  moved  by  mars    _ ,0.32032768954134855,0.5435687011728684,,,,,,,,,
196,BLENDERBOT,Let me ask you something. Has blenderbot travel to location? . ,Do you have any pets?,o Instance usually have .  I have a dog and he 's my best friend. I am curious. What types can blenderbot have .  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot travel to location? . , do  you  have  any  pets ,0.7955516695976257,0.9844783663749694,,,,,,,,,
197,Anonymous,Do you have any pets?,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,e .  I have a dog and he 's my best friend. I am curious. What types can blenderbot have .  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot travel to location? .  Do you have any pets?, that  sounds  like db  told  me  about  it  in  2022  05  03 .   ,0.6975121681711504,0.8196025629128728,,,,,,,,,
198,BLENDERBOT,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend.,nderbot have .  Do you have any pets? I know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot travel to location? .  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . , i  have  a  dog  and  he  '  my  best  friend ,0.8008949531242251,0.9553219735622406,,,,,,,,,
199,Anonymous,I have a dog and he 's my best friend.,"I just learned something, I had never heard about dog before! . ", know. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot travel to location? .  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend.,i  just  learned  something  i  have  never  thought  of  it  therapy !  i ,0.377333786795274,0.6324860556767538,,,,,,,,,
200,BLENDERBOT,"I just learned something, I had never heard about dog before! . ",Do you have any pets?,"ve a dog and he 's my best friend. Let me ask you something. Has blenderbot travel to location? .  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I just learned something, I had never heard about dog before! . ", do  you  have  any  pets ,0.7985325336456299,0.9964900970458984,,,,,,,,,
201,Anonymous,Do you have any pets?,Exciting news! I had never heard about pet before! . ,"best friend. Let me ask you something. Has blenderbot travel to location? .  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I just learned something, I had never heard about dog before! .  Do you have any pets?",good ! i  had  never  heard  about  dog  before    _ ,0.40408296626992524,0.6813690174709667,,,,,,,,,
202,BLENDERBOT,Exciting news! I had never heard about pet before! . ,I have a dog and he 's my best friend.,"travel to location? .  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I just learned something, I had never heard about dog before! .  Do you have any pets? Exciting news! I had never heard about pet before! . ", i  have  a  dog  and  he  is  my  best  friend ,0.8001842082478106,0.9894957125186921,,,,,,,,,
203,Anonymous,I have a dog and he 's my best friend.,If you don't mind me asking. What types can blenderbot have . ,"pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I just learned something, I had never heard about dog before! .  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend.", hope  you  would  mind  me . what  pet  does  he  have ?  _ ,0.3211493663346538,0.6111600421942197,,,,,,,,,
204,BLENDERBOT,If you don't mind me asking. What types can blenderbot have . ,Do you have any pets?," 05 03T00:00:00 .  I have a dog and he 's my best friend. I just learned something, I had never heard about dog before! .  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have . ", do  you  have  any  pets ,0.7985626220703125,0.9810241341590882,,,,,,,,,
205,Anonymous,Do you have any pets?,"I just learned something, I had never heard about pet before! . ","ave a dog and he 's my best friend. I just learned something, I had never heard about dog before! .  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets?", i  just  learned  something  i  had  never  heard  about  dog  before .   ,0.7664797758826842,0.9900427873318012,,,,,,,,,
206,BLENDERBOT,"I just learned something, I had never heard about pet before! . ",I have a dog and he 's my best friend.,"ad never heard about dog before! .  Do you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! . ", i  have  a  dog  and  he  is  my  best  friend ,0.8003656221786514,0.979871416091919,,,,,,,,,
207,Anonymous,I have a dog and he 's my best friend.,,"you have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.", _ ,0.11487362533807755,0.25584161281585693,,,,,,,,,
208,Anonymous,,Would you like to chat? I'll do my best to keep up,"ou have any pets? Exciting news! I had never heard about pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend. ", would  you  like  to ?  i  try  my  best  to  keep  him ,0.6391269780384997,0.832464170952638,,,,,,,,,
209,BLENDERBOT,Would you like to chat? I'll do my best to keep up,Sure,"about pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up", with ,0.0,0.5506432056427002,,,,,,,,,
210,Anonymous,Sure,," pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure", you ,0.0,0.592762291431427,,,,,,,,,
211,BLENDERBOT,,Sure what do you do for a living?,"pet before! .  I have a dog and he 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure ", lol  what  do  you  do  for  a  living ,0.7009806931018829,0.7949393920134753,,,,,,,,,
212,Anonymous,Sure what do you do for a living?,," 's my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?",  ,0.26632916927337646,0.26632916927337646,,,,,,,,,
213,BLENDERBOT,,I 'm an accountant,"'s my best friend. If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living? ", i  am  an  engineer ,0.4970779133727774,0.8869219571352005,,,,,,,,,
214,Anonymous,I 'm an accountant,,"If you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?  I 'm an accountant",. ,0.0,0.5551910996437073,,,,,,,,,
215,BLENDERBOT,,I 'm an accountant what about you?,"f you don't mind me asking. What types can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?  I 'm an accountant ", i  am  an  engineer  what  about  you ,0.5088096416688391,0.8344493763787406,,,,,,,,,
216,Anonymous,I 'm an accountant what about you?,,"pes can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?  I 'm an accountant  I 'm an accountant what about you?",  ,0.23317182064056396,0.23317182064056396,,,,,,,,,
217,BLENDERBOT,,Do you have any pets?,"es can blenderbot have .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?  I 'm an accountant  I 'm an accountant what about you? ", do  you  have  any  pets ,0.7945181846618652,0.8774020314216614,,,,,,,,,
218,Anonymous,Do you have any pets?,I am curious. What types can Anonymous have . ," .  Do you have any pets? I just learned something, I had never heard about pet before! .  I have a dog and he 's my best friend.  Would you like to chat? I'll do my best to keep up Sure  Sure what do you do for a living?  I 'm an accountant  I 'm an accountant what about you?  Do you have any pets?",i  am .  what  pet  do  you  have ?  _ ,0.23322841504123062,0.6309012860059738,,,,,,,,,
