Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
157,BLENDERBOT,I see.,I do n't want to ruin our friendship.," I feel like I need to do something about it When do you usually feel like you need to do something about it? I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Can you elaborate on that? Well I 'm not sure what to tell you. I see.", i  do  not  want  to  ruin  our  relationship ,0.5844509601593018,0.7775174900889397,,,,,,,,,
158,ELIZA,I do n't want to ruin our friendship.,Why do you say that you do n't want to ruin our friendship?,"out it When do you usually feel like you need to do something about it? I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Can you elaborate on that? Well I 'm not sure what to tell you. I see. I do n't want to ruin our friendship.", why  do  you  say  that  you  do  not  want  to  ruin  our  friendship ,0.7475932653133686,0.8990969245250409,,,,,,,,,
159,BLENDERBOT,Why do you say that you do n't want to ruin our friendship?,I do n't know,"g about it? I feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Can you elaborate on that? Well I 'm not sure what to tell you. I see. I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship?", i  do  not  know ,0.5650494396686554,0.8113556355237961,,,,,,,,,
160,ELIZA,I do n't know,you do n't know.,"feel like I need to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Can you elaborate on that? Well I 'm not sure what to tell you. I see. I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know", i  do  not  know ,0.2529321233741939,0.6611379869282246,,,,,,,,,
161,BLENDERBOT,you do n't know.,I do n't know I guess I just feel like I 'm not good enough for her.,"to do something about it but I do n't know what to do. Good, tell me more about these feelings. Well Can you elaborate on that? Well I 'm not sure what to tell you. I see. I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know you do n't know.", i  do  not  know  i  guess  i  just  feel  like  i  am  not  good  enough  for  you ,0.7165712502730244,0.8442200755371767,,,,,,,,,
162,ELIZA,I do n't know I guess I just feel like I 'm not good enough for her.,I see.  And what does that tell you?,more about these feelings. Well Can you elaborate on that? Well I 'm not sure what to tell you. I see. I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know you do n't know. I do n't know I guess I just feel like I 'm not good enough for her., i  guess well ia  what  does  she  tell  you ,0.37752963105837506,0.5371628867255317,,,,,,,,,
163,BLENDERBOT,I see.  And what does that tell you?,It tells me that I need to get my life in order and that I am ready for the next step.,ou elaborate on that? Well I 'm not sure what to tell you. I see. I do n't want to ruin our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know you do n't know. I do n't know I guess I just feel like I 'm not good enough for her. I see.  And what does that tell you?, it  tells  me  that  i  need  to  get  my  stuff  in  order  and  that  i  am  ready  for  the  next  step ,0.7933900852998098,0.8029010292320025,,,,,,,,,
164,ELIZA,It tells me that I need to get my life in order and that I am ready for the next step.,How do you feel when you say that?, our friendship. Why do you say that you do n't want to ruin our friendship? I do n't know you do n't know. I do n't know I guess I just feel like I 'm not good enough for her. I see.  And what does that tell you? It tells me that I need to get my life in order and that I am ready for the next step., how  do  you  feel  when  you  hear  that ,0.6818254892714322,0.8173944391310215,,,,,,,,,
165,BLENDERBOT,How do you feel when you say that?,I feel like I need to do something about it,t you do n't want to ruin our friendship? I do n't know you do n't know. I do n't know I guess I just feel like I 'm not good enough for her. I see.  And what does that tell you? It tells me that I need to get my life in order and that I am ready for the next step. How do you feel when you say that?, i  feel  like  i  need  to  do  something  about  that ,0.8311075910925865,0.8651732861995697,,,,,,,,,
166,ELIZA,I feel like I need to do something about it,"When you feel like you need to do something about it, what do you do?",do n't know you do n't know. I do n't know I guess I just feel like I 'm not good enough for her. I see.  And what does that tell you? It tells me that I need to get my life in order and that I am ready for the next step. How do you feel when you say that? I feel like I need to do something about it,.  you  feel  like  you  need  to  do  something  about  it  what  do  you  feel ,0.7457576796412468,0.8316680570443471,,,,,,,,,
167,BLENDERBOT,"When you feel like you need to do something about it, what do you do?",I feel like I need to do something about it but I do n't know what to do.,"'m not good enough for her. I see.  And what does that tell you? It tells me that I need to get my life in order and that I am ready for the next step. How do you feel when you say that? I feel like I need to do something about it When you feel like you need to do something about it, what do you do?", i  feel  like  i  need  to  do  something  about  it  but  i  do  not  know  what  to  do ,0.8536625769403245,0.9635756313800812,,,,,,,,,
168,ELIZA,I feel like I need to do something about it but I do n't know what to do.,Do you often feel like you need to do something about it but you do n't know what to do?,"me that I need to get my life in order and that I am ready for the next step. How do you feel when you say that? I feel like I need to do something about it When you feel like you need to do something about it, what do you do? I feel like I need to do something about it but I do n't know what to do.",do  you  really  feel  like  you  need  to  do  something  about  it  but  you  do  not  know  what  to  do ,0.7997702836990357,0.9222479686141014,,,,,,,,,
169,BLENDERBOT,Do you often feel like you need to do something about it but you do n't know what to do?,Yes,"feel when you say that? I feel like I need to do something about it When you feel like you need to do something about it, what do you do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do?", i ,0.0,0.28729116916656494,,,,,,,,,
170,ELIZA,Yes,You seem quite sure.," when you say that? I feel like I need to do something about it When you feel like you need to do something about it, what do you do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes", you  am  not  angry ,0.1727398196235299,0.4740433692932129,,,,,,,,,
171,BLENDERBOT,You seem quite sure.,Yes I feel like I need to.," feel like I need to do something about it When you feel like you need to do something about it, what do you do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure.",sometimes  i  feel  like  i  need  to ,0.7267308639628547,0.8553667111056191,,,,,,,,,
172,ELIZA,Yes I feel like I need to.,"OK, but can you elaborate a bit?","ething about it When you feel like you need to do something about it, what do you do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to.", something  so  can  you  elaborate  a  little ,0.4485689901879856,0.6715840484414782,,,,,,,,,
173,BLENDERBOT,"OK, but can you elaborate a bit?",I do n't know how to do it though.,"e you need to do something about it, what do you do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit?", i  do  not  know  how  to  explain  it . ,0.5480043068528175,0.7625256776809692,,,,,,,,,
174,ELIZA,I do n't know how to do it though.,I see.,", what do you do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit? I do n't know how to do it though.", i  do ,0.4308221936225891,0.4980463311076164,,,,,,,,,
175,BLENDERBOT,I see.,Yeah,"do you do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit? I do n't know how to do it though. I see.", i ,0.0,0.10263007879257202,,,,,,,,,
176,ELIZA,Yeah,yeah.,"u do? I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit? I do n't know how to do it though. I see. Yeah", i ,0.0,0.4255523085594177,,,,,,,,,
177,BLENDERBOT,yeah.,Yeah I 'm not sure what I 'm going to do with my life now.,"I feel like I need to do something about it but I do n't know what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit? I do n't know how to do it though. I see. Yeah yeah.", and  i  am  not  sure  what  i  am  going  to  do  with  my  life . ,0.7191761123637358,0.8787603398164113,,,,,,,,,
178,ELIZA,Yeah I 'm not sure what I 'm going to do with my life now.,Let's change focus a bit... Tell me about your family.,"ow what to do. Do you often feel like you need to do something about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit? I do n't know how to do it though. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now.", lets  just  topics  a  bit  tell  me  about  your  life ,0.4711927809519693,0.7260552197694778,,,,,,,,,
179,BLENDERBOT,Let's change focus a bit... Tell me about your family.,My family is very supportive.,"mething about it but you do n't know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit? I do n't know how to do it though. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family.", my  family  is  very  interesting ,0.5781355023384094,0.6048141747713089,,,,,,,,,
180,ELIZA,My family is very supportive.,Why do you say that your family is very supportive?,"t know what to do? Yes You seem quite sure. Yes I feel like I need to. OK, but can you elaborate a bit? I do n't know how to do it though. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive.", why  would  you  think  that  your  family  is  very  supportive ,0.6414701282978058,0.7676078677177429,,,,,,,,,
181,BLENDERBOT,Why do you say that your family is very supportive?,They are always there for me when I need them.,"el like I need to. OK, but can you elaborate a bit? I do n't know how to do it though. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. Why do you say that your family is very supportive?", they  are  always  there  for  me  when  i  need  them ,0.8724368214607239,0.9196136057376861,,,,,,,,,
182,ELIZA,They are always there for me when I need them.,How does that make you feel?,bit? I do n't know how to do it though. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them.,how  does  that  make  you  feel ,0.7469836970170339,0.8333529829978943,,,,,,,,,
183,BLENDERBOT,How does that make you feel?,It makes me feel like I need to do something about it.,it though. I see. Yeah yeah. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them. How does that make you feel?, it  makes  me  feel  like  i  need  to  do  something  about  it ,0.8635238508383433,0.8946966131528219,,,,,,,,,
184,ELIZA,It makes me feel like I need to do something about it.,How do you feel when you say that?,'m going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it., how  do  you  feel  when  you  hear  that ,0.641132938908413,0.7999585643410683,,,,,,,,,
185,BLENDERBOT,How do you feel when you say that?,I do n't know what to do.,t's change focus a bit... Tell me about your family. My family is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. How do you feel when you say that?, i  do  not  know  what  to  do ,0.650840299470084,0.8643662929534912,,,,,,,,,
186,ELIZA,I do n't know what to do.,I see.,Tell me about your family. My family is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. How do you feel when you say that? I do n't know what to do., i  do ,0.39578405022621155,0.5064385533332825,,,,,,,,,
187,BLENDERBOT,I see.,Yeah, about your family. My family is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. How do you feel when you say that? I do n't know what to do. I see.,i ,0.0,0.10991117358207703,,,,,,,,,
188,ELIZA,Yeah,Please tell me more.,t your family. My family is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. How do you feel when you say that? I do n't know what to do. I see. Yeah,.  tell  me  more ,0.3905996307730675,0.5006025284528732,,,,,,,,,
189,BLENDERBOT,Please tell me more.,Yeah I 'm not sure what I 'm going to do with my life now.,ily is very supportive. Why do you say that your family is very supportive? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. How do you feel when you say that? I do n't know what to do. I see. Yeah Please tell me more., because  i  am  not  sure  what  i  am  going  to  do  with  my  life . ,0.7231423814160128,0.8928839549422264,,,,,,,,,
190,ELIZA,Yeah I 'm not sure what I 'm going to do with my life now.,Let's change focus a bit... Tell me about your family.,very supportive? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. How do you feel when you say that? I do n't know what to do. I see. Yeah Please tell me more. Yeah I 'm not sure what I 'm going to do with my life now., lets  just  topics  a  little  tell  me  about  your  life ,0.4604826192953624,0.721277330815792,,,,,,,,,
191,BLENDERBOT,Let's change focus a bit... Tell me about your family.,My family is very supportive.,ed them. How does that make you feel? It makes me feel like I need to do something about it. How do you feel when you say that? I do n't know what to do. I see. Yeah Please tell me more. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family., my  family  is  very  dysfunctional ,0.6102675795555115,0.6622556865215301,,,,,,,,,
192,ELIZA,My family is very supportive.,"When your family is very supportive, how do you feel?",u feel? It makes me feel like I need to do something about it. How do you feel when you say that? I do n't know what to do. I see. Yeah Please tell me more. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive., if  your  family  is  not  supportive  how  do  you  feel ,0.5862683206796646,0.8657626271247864,,,,,,,,,
193,BLENDERBOT,"When your family is very supportive, how do you feel?",They are always there for me when I need them.,"bout it. How do you feel when you say that? I do n't know what to do. I see. Yeah Please tell me more. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel?", they  are  always  there  for  me  when  i  need  them ,0.8638369798660278,0.9260744214057922,,,,,,,,,
194,ELIZA,They are always there for me when I need them.,How does that make you feel?,"o n't know what to do. I see. Yeah Please tell me more. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them.",how  does  that  make  you  feel ,0.7694202363491058,0.9214396278063456,,,,,,,,,
195,BLENDERBOT,How does that make you feel?,It makes me feel like I need to do something about it.," Yeah Please tell me more. Yeah I 'm not sure what I 'm going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. How does that make you feel?", it  makes  me  feel  like  i  need  to  do  something  about  that ,0.8703907529513041,0.8951793114344279,,,,,,,,,
196,ELIZA,It makes me feel like I need to do something about it.,Very interesting.," going to do with my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it.", very  true ,0.20795787870883942,0.2924404665827751,,,,,,,,,
197,BLENDERBOT,Very interesting.,I do n't know what to do.,"my life now. Let's change focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. Very interesting.",i  do  not  know  what  to  do ,0.6444219265665326,0.8635377713612148,,,,,,,,,
198,ELIZA,I do n't know what to do.,you do n't know what to do.,"focus a bit... Tell me about your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. Very interesting. I do n't know what to do.", i  do  not  know  what  to  do ,0.5726709738373756,0.9731602328164237,,,,,,,,,
199,BLENDERBOT,you do n't know what to do.,I 'm not sure what I can do.," your family. My family is very supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. Very interesting. I do n't know what to do. you do n't know what to do.", i  am  not  sure  what  i  should  do ,0.6005930054234341,0.9241664260625839,,,,,,,,,
200,ELIZA,I 'm not sure what I can do.,Very interesting.,"ry supportive. When your family is very supportive, how do you feel? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. Very interesting. I do n't know what to do. you do n't know what to do. I 'm not sure what I can do.", very  interesting ,0.4306671917438507,0.7742190062999725,,,,,,,,,
201,BLENDERBOT,Very interesting.,I do n't know how to get out of this situation.,"n your family is very supportive, how do you feel? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. Very interesting. I do n't know what to do. you do n't know what to do. I 'm not sure what I can do. Very interesting.", i  do  not  know  how  to  get  out  of  this  situation ,0.746911883354187,0.883126670664007,,,,,,,,,
202,ELIZA,I do n't know how to get out of this situation.,Let's change focus a bit... Tell me about your family.,l? They are always there for me when I need them. How does that make you feel? It makes me feel like I need to do something about it. Very interesting. I do n't know what to do. you do n't know what to do. I 'm not sure what I can do. Very interesting. I do n't know how to get out of this situation., lets  just  topics  a  little  tell  me  about  your  life ,0.4613824613566976,0.6925839345902205,,,,,,,,,
203,BLENDERBOT,Let's change focus a bit... Tell me about your family.,My family is very supportive.,oes that make you feel? It makes me feel like I need to do something about it. Very interesting. I do n't know what to do. you do n't know what to do. I 'm not sure what I can do. Very interesting. I do n't know how to get out of this situation. Let's change focus a bit... Tell me about your family., my  family  is  very  dysfunctional ,0.6247819900512696,0.6751286745071411,,,,,,,,,
204,ELIZA,My family is very supportive.,"I see, your family is very supportive.",es me feel like I need to do something about it. Very interesting. I do n't know what to do. you do n't know what to do. I 'm not sure what I can do. Very interesting. I do n't know how to get out of this situation. Let's change focus a bit... Tell me about your family. My family is very supportive., i  think  your  family  is  very  supportive ,0.5757243122373309,0.7328996743474688,,,,,,,,,
205,BLENDERBOT,"I see, your family is very supportive.",They are always there for me when I need them.,"about it. Very interesting. I do n't know what to do. you do n't know what to do. I 'm not sure what I can do. Very interesting. I do n't know how to get out of this situation. Let's change focus a bit... Tell me about your family. My family is very supportive. I see, your family is very supportive.", they  are  always  there  for  me  when  i  need  them ,0.8676641941070556,0.9155129313468933,,,,,,,,,
206,ELIZA,They are always there for me when I need them.,Can you elaborate on that?,"to do. you do n't know what to do. I 'm not sure what I can do. Very interesting. I do n't know how to get out of this situation. Let's change focus a bit... Tell me about your family. My family is very supportive. I see, your family is very supportive. They are always there for me when I need them.", can  you  elaborate  on  the ,0.7007113099098206,0.7340170502662658,,,,,,,,,
